Cluster,Reuse,Length,Group,Blast_text,Node,ID
cluster_433,reuse,65,groupB,ar perdere ad Adriana ogni stima di me perchè non mi amasse più M,1002265___1_50,1002265
cluster_436,reuse,111,groupB,apiano sbuffó si passo ambo le mani sulla fronte sudata e sul capo voltandosi verso il terrazzin,1002267___1_78,1002267
cluster_438,reuse,91,groupB, Il mio pensiero andò subito ad Adriana che singhiozzava dopo quella mia smentit,1002268___16_79,1002268
cluster_439,reuse,90,groupB,à prima di aprire la porta indovinai qualcosa di grave stava succedendo,1002269___1_56,1002269
cluster_439,reuse,90,groupB,à prima che mi fosse aperta la porta indovinai che qualcosadigrave doveva essereaccaduto incas,1002285___1_74,1002285
cluster_441,reuse,61,groupB, ignoravano le ragioni che mi avevano spinto a tale triste pass,1002270___1_51,1002270
cluster_444,reuse,33,groupB,e ciascuno di noi faceva a se ste,1002271___19_43,1002271
cluster_446,reuse,26,groupB,rcavo l asino e c ero sopr,1002272___18_37,1002272
cluster_448,reuse,26,groupB,vevo le 12mila lire qua nel portafogli con m,1002289___1_33,1002289
cluster_449,reuse,76,groupB,ssermi aggirato due anni come un ombra in quel l illusione di vita ero costret,1002273___8_67,1002273
cluster_450,reuse,47,groupB,otevo fare un duello nella condizione mia Non p,1002274___1_40,1002274
cluster_455,reuse,64,groupB,entii soffocarmi dalla nausea dall ira dall odio per me stesso no non er,1002275___1_60,1002275
cluster_455,reuse,64,groupB,entii soffocarmi dalla nausea dall odio per me stesso É il p,1002277___1_49,1002277
cluster_456,reuse,22,groupB,n fremito di ribellione mi scoss,1002276___1_27,1002276
cluster_457,reuse,22,groupA,n potevo io vendicarmi di loro invece di uccidermi Chi stavo io per uccidere Un morto nessun,1002908___3_73,1002908
cluster_459,reuse,90,groupB,e di gomma le vene nelle quali un po d acqua tinta avrebbe dovuto scorrere invece di sangu,1002278___18_83,1002278
cluster_462,reuse,110,groupB,i pareva che si serrassero per me per sempre e che le vie a poco a poco si spopolassero perchè io restassi sol,1002279___1_84,1002279
cluster_463,reuse,80,groupB,er non mentire anche adesso dovevo confessarle d aver mentito sempreÉ un parad,1002280___1_65,1002280
cluster_464,reuse,42,groupB,ino a far credere a tutti ch io fossi pazz,1002281___1_33,1002281
cluster_465,reuse,61,groupB,m era pallida Le si vedeva ancora negli occhi che aveva piant,1002282___1_47,1002282
cluster_472,reuse,64,groupB,nto glifece impeto alla gola gliocchigli sigonfiarono dilagrim,1002287___16_63,1002287
cluster_472,reuse,64,groupB,nto gli fece impeto alla gola gli occhi si gonfiarono di lagrim,1002291___5_50,1002291
cluster_475,reuse,65,groupB,ra piangeva per un bisogno irrefrenabile di dare sfogo all anim,1002288___1_50,1002288
cluster_478,reuse,51,groupB,o avevo smentito per troncare ogni relazione con le,1002292___1_42,1002292
cluster_480,reuse,101,groupB, ha detto proprio a me perchè forse io miserabile ma onorato debbo ancora restituire qua a mio suocer,1002293___1_77,1002293
cluster_481,reuse,126,groupB,i faceva bello di una prova d amore attribuendomi una generosità più grande da lei non richiesta e desiderat,1002294___1_84,1002294
cluster_482,reuse,84,groupB,areva la mano d un morto e anche gli occhi torbidi e quasi spenti parevano d un mort,1002296___1_63,1002296
cluster_483,reuse,119,groupB,arebbe ritornato presto appena chiuso il fratello nella casa di salute liquidate le sue competenze in un negozi,1002297___1_89,1002297
cluster_484,reuse,23,groupB,cusi questa legge è tur,1002298___13_28,1002298
cluster_490,reuse,58,groupB,a non importa Mi vendicherò Non son più quello di prima sa,1002300___13_57,1002300
cluster_492,reuse,36,groupB,sto solo Trassi un respiro di soliev,1002301___17_48,1002301
cluster_494,reuse,36,groupA,rassi un interminabile sospiro come se mi fossi tolto un macigno,1002983___1_52,1002983
cluster_495,reuse,48,groupB,l meglio era non dar confidenza a nessuno dei du,1002302___21_59,1002302
cluster_498,reuse,26,groupB,ia moglie si rimarita ed i,1002303___19_40,1002303
cluster_502,reuse,102,groupB,drianameglio che tu ora mi sappia morto Morte le labbra che colsero un bacio dalla tua bocca Dimen,1002304___2_73,1002304
cluster_505,reuse,81,groupB,e lei ritorni a ingarbugliarsi nell intrico di queste nostre stupide leggi social,1002305___8_70,1002305
cluster_506,reuse,72,groupB,orto di là come Mattia Pascal morto di qua come Adriano Mei,1002306___1_45,1002306
cluster_509,reuse,72,groupA,à come Mattia Pasca,1002838___39_53,1002838
cluster_509,reuse,72,groupA,à come Mattia Pasca,1002840___39_53,1002840
cluster_509,reuse,72,groupB, nome Mattia Pasca,1002994___47_62,1002994
cluster_510,reuse,126,groupB,i pare che dopo quello che ho sofferto voglia fare ancora il mortoVoglio le mie carte in regola voglio esser v,1002307___1_83,1002307
cluster_511,reuse,126,groupA,h Tornavo a essere vivo a essere io quante illu,1002920___1_39,1002920
cluster_512,reuse,80,groupB,ornavo ad esse vivo a esser io Mattia Pascal Lo avrei gridato a tutti ora non sono mo,1002308___1_68,1002308
cluster_513,reuse,80,groupB,e prima all occorrenza io mi chiamo Mattia Pascal,1002799___44_82,1002799
cluster_514,reuse,103,groupB, pensarci mi s annebbiava la vista il sangue mi frizzava per le vene il cuore mi batteva in tumult,1002309___1_75,1002309
cluster_516,reuse,103,groupB,i s annebbiava la vista mi s oscuravano il cielo e il mare ilsangue mi frizzava perle vene il cuore mi batteva in tumult,1002319___1_92,1002319
cluster_517,reuse,67,groupB,a fiera in me s era rifocillata per prepararsi all imminente assalt,1002310___1_57,1002310
cluster_518,reuse,82,groupB,orte le labbra che colsero un bacio dalla tua boccaRicordano alcune delle ultime p,1002311___1_60,1002311
cluster_522,reuse,58,groupB,on dover più mentire non dover più temere d essere scopert,1002313___1_47,1002313
cluster_523,reuse,16,groupB,imentica Dimenti,1002314___1_16,1002314
cluster_524,reuse,72,groupB,h ora ritornando vivo avrei potuto anch io prendermi il gusto di dire bu,1002315___1_58,1002315
cluster_524,reuse,72,groupA,h ora ritornando vivo avrei potuto anch io prendermi il gusto di dire bu,1002921___1_58,1002921
cluster_525,reuse,96,groupB,sì domande supposizioni pensieri sentimenti tumultuavano in me mentre iltreno rombava nellanott,1002316___1_84,1002316
cluster_527,reuse,80,groupB, muto solo chiuso in me nel sentimento di ciò che mi pareva allora la mia felici,1002317___3_63,1002317
cluster_528,reuse,80,groupA,sa che più consista nel sentiment,1002950___33_59,1002950
cluster_529,reuse,43,groupB,a gioja m era turbata dall ansia d arrivare,1002318___1_35,1002318
cluster_530,reuse,43,groupO1,pesso e volentieri di,1002463___14_33,1002463
cluster_531,reuse,91,groupB, Miragno prima dovevo dichiararmi farmi riconoscer vivo rinnestarmi alle mie radici sepolt,1002320___1_75,1002320
cluster_532,reuse,104,groupB,cco che cominciai a riprender il mio primo aspetto ma di molto migliorato più fino già Ma sì ringentilit,1002321___1_77,1002321
cluster_533,reuse,81,groupB,ro stato un uomo misteriosissimo non un amico non una lettera mai da nessuna part,1002322___1_68,1002322
cluster_535,reuse,95,groupB,a se io per te non potevo esser vivo meglio che tu mi sappia morto Morte le labbra ch,1002323___1_64,1002323
cluster_536,reuse,33,groupB,i premetti forte le mani sul volto sentend,1002324___1_37,1002324
cluster_537,reuse,33,groupB,entiva solo stringere il cuore d angosci,1002552___50_81,1002552
cluster_539,reuse,112,groupB,i recai a comperare un cappello della forma e dimensione di quelli che Mattia Pascal ai suoi dì soleva portar,1002325___1_85,1002325
cluster_540,reuse,111,groupB,ra avrei avuto di nuovo la moglie addosso e quella suocera Ma non le avevo forse avute addosso anche da mort,1002326___1_86,1002326
cluster_541,reuse,21,groupB,driano Meis mi sarebbe r,1002327___11_30,1002327
cluster_542,reuse,21,groupB, qualche cosa d Adriano Meis mi sarebbe tuttavia rimasta in facci,1002551___21_69,1002551
cluster_546,reuse,19,groupB,i parve di comprend,1002328___11_27,1002328
cluster_548,reuse,19,groupA,o IL FU MATTIA PASCA,1002934___13_29,1002934
cluster_548,reuse,19,groupA,o il fu Mattia Pasca,1002936___13_29,1002936
cluster_548,reuse,19,groupA,o il fu Mattia Pasca,1002942___68_84,1002942
cluster_548,reuse,19,groupA,o il fu Mattia Pasca,1002985___70_86,1002985
cluster_550,reuse,77,groupB,si il mio nome e non potendo abbracciar uno che gli pareva Mattia Pasca,1002330___19_71,1002330
cluster_552,reuse,21,groupB,rsi fati Mattia Pasca,1002331___12_30,1002331
cluster_555,reuse,15,groupB,si Mattia Pasca,1002332___11_24,1002332
cluster_556,reuse,15,groupB, Mattia Pascal l imm,1002577___47_63,1002577
cluster_560,reuse,42,groupB,a pietà dei concittadini qvesta lapide pos,1002333___1_34,1002333
cluster_562,reuse,33,groupB,omino chiamò nel bujo con sgoment,1002334___1_25,1002334
cluster_563,reuse,33,groupB,attia la piccina che fai Me la mangi,1002345___1_27,1002345
cluster_564,reuse,25,groupB, tu rimarrai qua a Miragn,1002335___13_32,1002335
cluster_566,reuse,75,groupB,roppo umile per Pomino figlio unico la casa in cui io avevo abitat,1002336___1_51,1002336
cluster_568,reuse,32,groupB,u al solito senza zucchero è vero,1002337___1_26,1002337
cluster_568,reuse,32,groupA,u al solito senza zucchero è vero,1002932___1_26,1002932
cluster_570,reuse,57,groupB,apete che dice la legge Ch io ora devo riprendermi Romild,1002338___20_63,1002338
cluster_573,reuse,31,groupB,a tua bislacca avventura Non si,1002339___40_64,1002339
cluster_575,reuse,32,groupB,na figlia per giunta e questa or,1002340___30_54,1002340
cluster_576,reuse,24,groupB, ora domandai a me stess,1002341___1_21,1002341
cluster_579,reuse,84,groupB,h paesello mio addormentato che scompiglio dimani alla notizia della mia resurrezion,1002342___19_90,1002342
cluster_579,reuse,84,groupB,h paesello mio addormentato che scompiglio dimani alla notizia della mia resurrezion,1002350___1_72,1002350
cluster_582,reuse,63,groupB,uori dalla legge e fuori da quelle particolarità liete o tristi,1002343___1_50,1002343
cluster_584,reuse,77,groupB,a megera allora lascio me e se la prese con lui sciocco buono a null,1002344___1_49,1002344
cluster_585,reuse,77,groupB,coppiai a ridere fino ad aver,1002362___1_25,1002362
cluster_587,reuse,28,groupB,attia Pascal Dall altro mond,1002346___16_40,1002346
cluster_593,reuse,29,groupB,ivo vivo Come si fa come si f,1002347___1_22,1002347
cluster_597,reuse,90,groupB,anno paura che riprendiamo a fare all amore Sarebbe pur carina No no non tormentiamo Pomin,1002348___1_73,1002348
cluster_603,reuse,64,groupB,omilda fu mia moglie ora da un anno è tua madre d una tua bambin,1002351___1_48,1002351
cluster_605,reuse,108,groupB,uol dire che se lui non mi vuole più in casa mi metterò a passeggiare giù per la strada sotto le tue finestr,1002352___1_80,1002352
cluster_606,reuse,112,groupB,ra l ansia e la rabbia non sapevo che m agitasse di più ma eran forse una cosa sola ansiosa rabbia rabbiosa ansi,1002353___1_82,1002353
cluster_606,reuse,112,groupA,ra l ansia e la rabbia non sapevo che mi agitasse di più ma eran forse una cosa sola ansiosa rabbia rabbiosa ansi,1002954___1_83,1002954
cluster_607,reuse,59,groupB,llegro Come diceva un certo ubriaco amico mio Allegro Pomin,1002354___1_44,1002354
cluster_608,reuse,109,groupB,vevo quasi perduto per la estrema eccirazione nervosa la sensibilità delle gambe come se non toccassi terr,1002355___1_82,1002355
cluster_609,reuse,46,groupB,n mano ancora la mia sorte che pende loro sul cap,1002356___3_40,1002356
cluster_609,reuse,46,groupA,a mano ancora la sorte che pende loro sul cap,1002926___6_40,1002926
cluster_610,reuse,54,groupB,lla provò tra le lagrime ad alzar gli occhi su me e con,1002357___1_39,1002357
cluster_612,reuse,97,groupB,iela lascio La lascio a lui volentieri Mi credete sul serio così pazzo da ridiventar vostro gener,1002358___1_77,1002358
cluster_613,reuse,132,groupB,l sangue m affluì alla testa e gli orecchi presero a ronzarmi come se quel lieve tintinno m avesse squillato dentr,1002359___1_88,1002359
cluster_614,reuse,31,groupB, odio mi sbollì l impeto cedett,1002360___1_24,1002360
cluster_615,reuse,22,groupB, dal finestrino sperando ch,1002361___19_42,1002361
cluster_615,reuse,22,groupB, dal finestrino m,1002820___11_26,1002820
cluster_615,reuse,22,groupB, dal finestrino m,1002821___11_26,1002821
cluster_618,reuse,22,groupB,n le mani tra i capell,1002363___18_35,1002363
cluster_620,reuse,65,groupB,e gli presentate un tale con una gamba di legno non lo riconos,1002364___9_54,1002364
cluster_621,reuse,86,groupB,itici drammatici su 100 giudicheranno assurdo quel suicidio e inverosimile la commedi,1002365___1_66,1002365
cluster_622,reuse,86,groupB,a inverosimile la le,1002388___7_25,1002388
cluster_623,reuse,35,groupB,ntraddire allo zoologo è impossibil,1002366___1_30,1002366
cluster_624,reuse,71,groupB,vece quelle dell arte per parer vere hanno bisogno di essere verosimil,1002367___2_58,1002367
cluster_626,reuse,71,groupB,sogno di parer verosimil,1002370___28_49,1002370
cluster_626,reuse,71,groupB,sogno di parer verosimil,1002778___28_49,1002778
cluster_626,reuse,71,groupA,sogno di parer verosimil,1002947___28_49,1002947
cluster_626,reuse,71,groupA,sogno di parer verosimil,1002948___28_49,1002948
cluster_628,reuse,40,groupB,a vita mi ha dato la prova della verit,1002368___1_32,1002368
cluster_631,reuse,108,groupB, arrufio è voluto il macchinismo è voluto ma non da me dalla favola stessa dai persona,1002369___1_68,1002369
cluster_635,reuse,79,groupB,e marionette divengono creature di carne e di sangue e parole che straziano il cuore escono dalle loro labbr,1002371___1_83,1002371
cluster_636,reuse,74,groupB,ancò pur tra il consenso quasi unanime chi lo tacciasse d inverosimiglianz,1002372___14_70,1002372
cluster_638,reuse,74,groupB, meno della verosimiglianz,1002374___35_58,1002374
cluster_639,reuse,74,groupO1,ri inverosimili che ne ricamano le sfumat,1002485___59_93,1002485
cluster_640,reuse,74,groupB, inverosimiglianza in nome della vita un ope,1002376___17_54,1002376
cluster_640,reuse,74,groupB, l inverosimilit,1002669___14_29,1002669
cluster_640,reuse,74,groupB, inverosomiglianza criticata anche se non considerata t,1002747___10_54,1002747
cluster_642,reuse,65,groupB,on si può giudicare il mondo d un artista con un criterio di giudizio atti,1002373___1_56,1002373
cluster_642,reuse,65,groupB,on si può scegliere il mo,1002547___1_19,1002547
cluster_642,reuse,65,groupB,on si può giudicare il mondo d un artista con un criterio di giu,1002561___1_47,1002561
cluster_646,reuse,94,groupB,el che siamo non lo sappiamo neanche noi stessi la costruzione che facciamo di noi o,1002375___1_65,1002375
cluster_651,reuse,50,groupB,n caso della vita può essere assurdo l opera d art,1002377___1_40,1002377
cluster_652,reuse,57,groupB,n macchinismo in cui ciascuno volontariamente è la marion,1002378___1_45,1002378
cluster_652,reuse,57,groupA,n macchinismo in cui ciascuno volutamente è la mario,1002390___1_40,1002390
cluster_653,reuse,57,groupB,olontariamente a p,1002662___28_45,1002662
cluster_657,reuse,62,groupB,edrai com essa t apparirà curiosa ora a guardarla così da fuor,1002379___1_47,1002379
cluster_658,reuse,28,groupB,o la mia coscienza e mi bast,1002380___1_21,1002380
cluster_659,reuse,99,groupB,a sta a vedere che non debba più far nuvolo perchè tu possa ora godere della tua liber,1002381___1_63,1002381
